num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,10.37,5.03,10.7,0.24
2,200,300,200,200,2,10.37,5.03,10.7,0.24
2,200,300,200,200,3,10.32,5.03,10.76,0.24
2,200,300,300,200,1,13.62,5.09,12.22,0.27
2,200,300,300,200,2,13.63,5.09,12.22,0.27
2,200,300,300,200,3,13.57,5.09,12.27,0.27
2,200,400,200,200,1,10.46,5.09,14.15,0.31
2,200,400,200,200,2,10.46,5.09,14.15,0.31
2,200,400,200,200,3,10.47,5.09,14.13,0.31
2,200,400,300,200,1,13.85,5.16,16.03,0.35
2,200,400,300,200,2,13.97,5.16,15.89,0.35
2,200,400,300,200,3,13.88,5.16,15.99,0.35
