num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,1.1,3.31,61.4,2.2
2,200,300,200,200,3,1.12,3.31,60.3,2.16
2,200,300,300,200,1,1.62,3.33,62.54,2.24
2,200,300,300,200,2,1.57,3.33,64.53,2.31
2,200,300,300,200,3,1.55,3.33,65.36,2.34
2,200,400,200,200,1,1.38,3.32,65.26,2.34
2,200,400,200,200,2,1.41,3.32,63.87,2.29
2,200,400,200,200,3,1.42,3.32,63.42,2.27
2,200,400,300,200,1,1.75,3.34,77.19,2.76
2,200,400,300,200,2,2.03,3.34,66.54,2.38
2,200,400,300,200,3,1.65,3.34,81.87,2.93
