space_order,time_tile_size,wf_x_width,wf_y_width,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
4,8,128,64,256,256,256,256,1,1.04,3.33,116.09,4.15
4,8,128,64,256,256,256,256,2,1.03,3.33,117.22,4.19
4,8,128,64,256,512,256,256,1,2.07,3.36,116.65,4.17
4,8,128,64,256,512,256,256,2,2.07,3.36,116.65,4.17
4,8,128,64,256,256,512,256,1,2.05,3.36,117.79,4.21
4,8,128,64,256,256,512,256,2,2.05,3.36,117.79,4.21
4,8,128,64,256,512,512,512,1,10.1,3.41,95.63,3.42
4,8,128,64,256,512,512,512,2,10.09,3.41,95.73,3.42
4,8,128,64,512,256,256,256,1,2.06,3.34,116.99,4.18
4,8,128,64,512,256,256,256,2,2.21,3.34,109.05,3.9
4,8,128,128,256,256,256,256,1,1.12,3.33,107.8,3.85
4,8,128,128,256,256,256,256,2,1.12,3.33,107.8,3.85
4,8,128,128,256,512,256,256,1,2.25,3.36,107.32,3.84
4,8,128,128,256,512,256,256,2,2.24,3.36,107.8,3.85
4,8,128,128,256,256,512,256,1,2.21,3.36,109.26,3.91
4,8,128,128,256,256,512,256,2,2.19,3.36,110.26,3.94
4,8,128,128,256,512,512,512,1,10.14,3.41,95.25,3.41
4,8,128,128,256,512,512,512,2,10.16,3.41,95.07,3.4
4,8,128,128,512,256,256,256,1,2.24,3.34,107.59,3.85
4,8,128,128,512,256,256,256,2,2.23,3.34,108.07,3.86
4,16,32,32,256,256,256,256,1,1.35,3.33,89.43,3.2
4,16,32,32,256,256,256,256,2,1.36,3.33,88.78,3.18
4,16,32,32,256,512,256,256,1,2.66,3.36,90.78,3.25
4,16,32,32,256,512,256,256,2,2.66,3.36,90.78,3.25
4,16,32,32,256,256,512,256,1,2.6,3.36,92.87,3.32
4,16,32,32,256,256,512,256,2,2.6,3.36,92.87,3.32
4,16,32,32,256,512,512,512,1,11.96,3.41,80.76,2.89
4,16,32,32,256,512,512,512,2,11.95,3.41,80.83,2.89
4,16,32,32,512,256,256,256,1,2.7,3.34,89.26,3.19
4,16,32,32,512,256,256,256,2,2.7,3.34,89.26,3.19
4,16,32,64,256,256,256,256,1,1.41,3.33,85.63,3.06
4,16,32,64,256,256,256,256,2,1.26,3.33,95.82,3.43
4,16,32,64,256,512,256,256,1,2.32,3.36,104.08,3.72
4,16,32,64,256,512,256,256,2,2.32,3.36,104.08,3.72
4,16,32,64,256,256,512,256,1,2.28,3.36,105.91,3.79
4,16,32,64,256,256,512,256,2,2.73,3.36,88.45,3.16
4,16,32,64,256,512,512,512,1,11.38,3.41,84.88,3.04
4,16,32,64,256,512,512,512,2,11.33,3.41,85.25,3.05
4,16,32,64,512,256,256,256,1,2.48,3.34,97.18,3.48
4,16,32,64,512,256,256,256,2,2.47,3.34,97.57,3.49
4,16,64,32,256,256,256,256,1,1.26,3.33,95.82,3.43
4,16,64,32,256,256,256,256,2,1.26,3.33,95.82,3.43
4,16,64,32,256,512,256,256,1,2.45,3.36,98.56,3.52
4,16,64,32,256,512,256,256,2,2.46,3.36,98.16,3.51
4,16,64,32,256,256,512,256,1,2.59,3.36,93.23,3.33
4,16,64,32,256,256,512,256,2,2.28,3.36,105.91,3.79
4,16,64,32,256,512,512,512,1,11.28,3.41,85.63,3.06
4,16,64,32,256,512,512,512,2,11.31,3.41,85.4,3.05
4,16,64,32,512,256,256,256,1,2.51,3.34,96.02,3.43
4,16,64,32,512,256,256,256,2,2.51,3.34,96.02,3.43
4,16,64,64,256,256,256,256,1,1.1,3.33,109.76,3.92
4,16,64,64,256,256,256,256,2,1.1,3.33,109.76,3.92
4,16,64,64,256,512,256,256,1,2.09,3.36,115.53,4.13
4,16,64,64,256,512,256,256,2,2.16,3.36,111.79,4.0
4,16,64,64,256,256,512,256,1,2.11,3.36,114.44,4.09
4,16,64,64,256,256,512,256,2,2.11,3.36,114.44,4.09
4,16,64,64,256,512,512,512,1,9.98,3.41,96.78,3.46
4,16,64,64,256,512,512,512,2,9.99,3.41,96.68,3.46
4,16,64,64,512,256,256,256,1,2.18,3.34,110.55,3.95
4,16,64,64,512,256,256,256,2,2.18,3.34,110.55,3.95
4,16,64,128,256,256,256,256,1,0.99,3.33,121.95,4.36
4,16,64,128,256,256,256,256,2,0.99,3.33,121.95,4.36
4,16,64,128,256,512,256,256,1,1.96,3.36,123.2,4.4
4,16,64,128,256,512,256,256,2,1.99,3.36,121.34,4.34
4,16,64,128,256,256,512,256,1,1.95,3.36,123.83,4.43
4,16,64,128,256,256,512,256,2,1.95,3.36,123.83,4.43
4,16,64,128,256,512,512,512,1,9.61,3.41,100.51,3.59
4,16,64,128,256,512,512,512,2,9.61,3.41,100.51,3.59
4,16,64,128,512,256,256,256,1,1.96,3.34,122.96,4.4
4,16,64,128,512,256,256,256,2,1.96,3.34,122.96,4.4
4,16,128,64,256,256,256,256,1,1.0,3.33,120.73,4.32
4,16,128,64,256,256,256,256,2,1.0,3.33,120.73,4.32
4,16,128,64,256,512,256,256,1,1.97,3.36,122.57,4.38
4,16,128,64,256,512,256,256,2,1.98,3.36,121.95,4.36
4,16,128,64,256,256,512,256,1,1.97,3.36,122.57,4.38
4,16,128,64,256,256,512,256,2,1.97,3.36,122.57,4.38
4,16,128,64,256,512,512,512,1,9.93,3.41,97.27,3.48
4,16,128,64,256,512,512,512,2,9.89,3.41,97.66,3.49
4,16,128,64,512,256,256,256,1,1.99,3.34,121.1,4.33
4,16,128,64,512,256,256,256,2,1.98,3.34,121.72,4.35
4,16,128,128,256,256,256,256,1,1.06,3.33,113.9,4.07
4,16,128,128,256,256,256,256,2,1.07,3.33,112.84,4.03
4,16,128,128,256,512,256,256,1,2.15,3.36,112.31,4.02
4,16,128,128,256,512,256,256,2,2.15,3.36,112.31,4.02
4,16,128,128,256,256,512,256,1,2.13,3.36,113.37,4.05
4,16,128,128,256,256,512,256,2,2.1,3.36,114.98,4.11
4,16,128,128,256,512,512,512,1,10.18,3.41,94.88,3.39
4,16,128,128,256,512,512,512,2,10.17,3.41,94.97,3.4
4,16,128,128,512,256,256,256,1,2.12,3.34,113.68,4.06
4,16,128,128,512,256,256,256,2,2.13,3.34,113.14,4.05
4,32,32,32,256,256,256,256,1,1.35,3.33,89.43,3.2
4,32,32,32,256,256,256,256,2,1.35,3.33,89.43,3.2
4,32,32,32,256,512,256,256,1,2.64,3.36,91.47,3.27
4,32,32,32,256,512,256,256,2,2.64,3.36,91.47,3.27
4,32,32,32,256,256,512,256,1,2.57,3.36,93.96,3.36
4,32,32,32,256,256,512,256,2,2.57,3.36,93.96,3.36
4,32,32,32,256,512,512,512,1,11.91,3.41,81.1,2.9
4,32,32,32,256,512,512,512,2,11.9,3.41,81.17,2.9
4,32,32,32,512,256,256,256,1,2.69,3.34,89.59,3.2
4,32,32,32,512,256,256,256,2,2.69,3.34,89.59,3.2
4,32,32,64,256,256,256,256,1,1.23,3.33,98.16,3.51
4,32,32,64,256,256,256,256,2,1.23,3.33,98.16,3.51
4,32,32,64,256,512,256,256,1,2.73,3.36,88.45,3.16
4,32,32,64,256,512,256,256,2,2.28,3.36,105.91,3.79
4,32,32,64,256,256,512,256,1,2.25,3.36,107.32,3.84
4,32,32,64,256,256,512,256,2,2.25,3.36,107.32,3.84
4,32,32,64,256,512,512,512,1,11.26,3.41,85.78,3.07
4,32,32,64,256,512,512,512,2,11.24,3.41,85.93,3.07
4,32,32,64,512,256,256,256,1,2.44,3.34,98.77,3.53
4,32,32,64,512,256,256,256,2,2.85,3.34,84.56,3.02
4,32,64,32,256,256,256,256,1,1.24,3.33,97.37,3.48
4,32,64,32,256,256,256,256,2,1.36,3.33,88.78,3.18
4,32,64,32,256,512,256,256,1,2.27,3.36,106.37,3.8
4,32,64,32,256,512,256,256,2,2.68,3.36,90.1,3.22
4,32,64,32,256,256,512,256,1,2.57,3.36,93.96,3.36
4,32,64,32,256,256,512,256,2,2.58,3.36,93.59,3.35
4,32,64,32,256,512,512,512,1,11.24,3.41,85.93,3.07
4,32,64,32,256,512,512,512,2,11.18,3.41,86.39,3.09
4,32,64,32,512,256,256,256,1,2.48,3.34,97.18,3.48
4,32,64,32,512,256,256,256,2,2.7,3.34,89.26,3.19
4,32,64,64,256,256,256,256,1,1.08,3.33,111.79,4.0
4,32,64,64,256,256,256,256,2,1.08,3.33,111.79,4.0
4,32,64,64,256,512,256,256,1,2.03,3.36,118.95,4.25
4,32,64,64,256,512,256,256,2,2.03,3.36,118.95,4.25
4,32,64,64,256,256,512,256,1,2.08,3.36,116.09,4.15
4,32,64,64,256,256,512,256,2,2.07,3.36,116.65,4.17
4,32,64,64,256,512,512,512,1,9.87,3.41,97.86,3.5
4,32,64,64,256,512,512,512,2,9.86,3.41,97.96,3.5
4,32,64,64,512,256,256,256,1,2.15,3.34,112.09,4.01
4,32,64,64,512,256,256,256,2,2.18,3.34,110.55,3.95
4,32,64,128,256,256,256,256,1,0.97,3.33,124.47,4.45
4,32,64,128,256,256,256,256,2,0.97,3.33,124.47,4.45
4,32,64,128,256,512,256,256,1,1.92,3.36,125.76,4.5
4,32,64,128,256,512,256,256,2,1.92,3.36,125.76,4.5
4,32,64,128,256,256,512,256,1,1.91,3.36,126.42,4.52
4,32,64,128,256,256,512,256,2,1.91,3.36,126.42,4.52
4,32,64,128,256,512,512,512,1,9.56,3.41,101.03,3.61
4,32,64,128,256,512,512,512,2,9.57,3.41,100.93,3.61
4,32,64,128,512,256,256,256,1,1.94,3.34,124.23,4.44
4,32,64,128,512,256,256,256,2,1.93,3.34,124.87,4.46
4,32,128,64,256,256,256,256,1,0.98,3.33,123.2,4.4
4,32,128,64,256,256,256,256,2,0.98,3.33,123.2,4.4
4,32,128,64,256,512,256,256,1,1.93,3.36,125.11,4.47
4,32,128,64,256,512,256,256,2,1.93,3.36,125.11,4.47
4,32,128,64,256,256,512,256,1,1.83,3.36,131.95,4.72
4,32,128,64,256,256,512,256,2,1.93,3.36,125.11,4.47
4,32,128,64,256,512,512,512,1,9.84,3.41,98.16,3.51
4,32,128,64,256,512,512,512,2,9.83,3.41,98.26,3.51
4,32,128,64,512,256,256,256,1,1.95,3.34,123.59,4.42
4,32,128,64,512,256,256,256,2,1.95,3.34,123.59,4.42
4,32,128,128,256,256,256,256,1,1.02,3.33,118.37,4.23
4,32,128,128,256,256,256,256,2,1.04,3.33,116.09,4.15
4,32,128,128,256,512,256,256,1,2.05,3.36,117.79,4.21
4,32,128,128,256,512,256,256,2,2.06,3.36,117.22,4.19
4,32,128,128,256,256,512,256,1,2.08,3.36,116.09,4.15
4,32,128,128,256,256,512,256,2,2.08,3.36,116.09,4.15
4,32,128,128,256,512,512,512,1,10.12,3.41,95.44,3.41
4,32,128,128,256,512,512,512,2,10.13,3.41,95.35,3.41
4,32,128,128,512,256,256,256,1,2.03,3.34,118.72,4.24
4,32,128,128,512,256,256,256,2,2.08,3.34,115.86,4.14
8,4,64,64,256,256,256,256,1,2.11,5.23,94.01,2.05
8,4,64,64,256,256,256,256,2,2.11,5.23,94.01,2.05
8,4,64,64,256,512,256,256,1,4.19,5.31,94.68,2.06
8,4,64,64,256,512,256,256,2,4.18,5.31,94.9,2.07
8,4,64,64,256,256,512,256,1,4.15,5.31,95.59,2.08
8,4,64,64,256,256,512,256,2,4.16,5.31,95.36,2.08
8,4,64,64,256,512,512,512,1,16.61,5.47,95.53,2.08
8,4,64,64,256,512,512,512,2,16.61,5.47,95.53,2.08
8,4,64,64,512,256,256,256,1,4.2,5.24,94.27,2.05
8,4,64,64,512,256,256,256,2,4.2,5.24,94.27,2.05
8,4,64,128,256,256,256,256,1,1.98,5.23,100.18,2.18
8,4,64,128,256,256,256,256,2,1.98,5.23,100.18,2.18
8,4,64,128,256,512,256,256,1,3.91,5.31,101.46,2.21
8,4,64,128,256,512,256,256,2,3.91,5.31,101.46,2.21
8,4,64,128,256,256,512,256,1,3.89,5.31,101.98,2.22
8,4,64,128,256,256,512,256,2,3.9,5.31,101.72,2.22
8,4,64,128,256,512,512,512,1,15.62,5.47,101.59,2.21
8,4,64,128,256,512,512,512,2,15.71,5.47,101.01,2.2
8,4,64,128,512,256,256,256,1,3.92,5.24,101.0,2.2
8,4,64,128,512,256,256,256,2,3.93,5.24,100.75,2.2
8,4,128,64,256,256,256,256,1,2.14,5.23,92.69,2.02
8,4,128,64,256,256,256,256,2,2.0,5.23,99.18,2.16
8,4,128,64,256,512,256,256,1,3.96,5.31,100.18,2.18
8,4,128,64,256,512,256,256,2,3.95,5.31,100.43,2.19
8,4,128,64,256,256,512,256,1,3.96,5.31,100.18,2.18
8,4,128,64,256,256,512,256,2,3.97,5.31,99.92,2.18
8,4,128,64,256,512,512,512,1,16.26,5.47,97.59,2.13
8,4,128,64,256,512,512,512,2,16.26,5.47,97.59,2.13
8,4,128,64,512,256,256,256,1,3.99,5.24,99.23,2.16
8,4,128,64,512,256,256,256,2,4.13,5.24,95.87,2.09
8,4,128,128,256,256,256,256,1,1.98,5.23,100.18,2.18
8,4,128,128,256,256,256,256,2,1.98,5.23,100.18,2.18
8,4,128,128,256,512,256,256,1,3.89,5.31,101.98,2.22
8,4,128,128,256,512,256,256,2,4.1,5.31,96.76,2.11
8,4,128,128,256,256,512,256,1,3.9,5.31,101.72,2.22
8,4,128,128,256,256,512,256,2,4.05,5.31,97.95,2.13
8,4,128,128,256,512,512,512,1,16.41,5.47,96.7,2.11
8,4,128,128,256,512,512,512,2,16.36,5.47,96.99,2.11
8,4,128,128,512,256,256,256,1,4.14,5.24,95.64,2.08
8,4,128,128,512,256,256,256,2,4.09,5.24,96.8,2.11
8,4,128,256,256,256,256,256,1,1.95,5.23,101.72,2.22
8,4,128,256,256,256,256,256,2,1.93,5.23,102.77,2.24
8,4,128,256,256,512,256,256,1,3.85,5.31,103.04,2.24
8,4,128,256,256,512,256,256,2,3.83,5.31,103.58,2.26
8,4,128,256,256,256,512,256,1,3.86,5.31,102.77,2.24
8,4,128,256,256,256,512,256,2,3.87,5.31,102.51,2.23
8,4,128,256,256,512,512,512,1,15.88,5.47,99.92,2.18
8,4,128,256,256,512,512,512,2,15.89,5.47,99.86,2.18
8,4,128,256,512,256,256,256,1,3.83,5.24,103.38,2.25
8,4,128,256,512,256,256,256,2,3.9,5.24,101.52,2.21
8,4,256,128,256,256,256,256,1,2.05,5.23,96.76,2.11
8,4,256,128,256,256,256,256,2,2.05,5.23,96.76,2.11
8,4,256,128,256,512,256,256,1,3.88,5.31,102.24,2.23
8,4,256,128,256,512,256,256,2,3.88,5.31,102.24,2.23
8,4,256,128,256,256,512,256,1,3.93,5.31,100.94,2.2
8,4,256,128,256,256,512,256,2,3.93,5.31,100.94,2.2
8,4,256,128,256,512,512,512,1,15.7,5.47,101.07,2.2
8,4,256,128,256,512,512,512,2,15.99,5.47,99.24,2.16
8,4,256,128,512,256,256,256,1,4.09,5.24,96.8,2.11
8,4,256,128,512,256,256,256,2,3.97,5.24,99.73,2.17
8,4,256,256,256,256,256,256,1,1.93,5.23,102.77,2.24
8,4,256,256,256,256,256,256,2,1.94,5.23,102.24,2.23
8,4,256,256,256,512,256,256,1,3.93,5.31,100.94,2.2
8,4,256,256,256,512,256,256,2,3.94,5.31,100.69,2.19
8,4,256,256,256,256,512,256,1,3.93,5.31,100.94,2.2
8,4,256,256,256,256,512,256,2,3.94,5.31,100.69,2.19
8,4,256,256,256,512,512,512,1,15.76,5.47,100.69,2.19
8,4,256,256,256,512,512,512,2,15.65,5.47,101.39,2.21
8,4,256,256,512,256,256,256,1,3.97,5.24,99.73,2.17
8,4,256,256,512,256,256,256,2,3.96,5.24,99.98,2.18
8,8,64,64,256,256,256,256,1,2.07,5.23,95.82,2.09
8,8,64,64,256,256,256,256,2,2.07,5.23,95.82,2.09
8,8,64,64,256,512,256,256,1,4.11,5.31,96.52,2.1
8,8,64,64,256,512,256,256,2,4.11,5.31,96.52,2.1
8,8,64,64,256,256,512,256,1,4.11,5.31,96.52,2.1
8,8,64,64,256,256,512,256,2,4.1,5.31,96.76,2.11
8,8,64,64,256,512,512,512,1,16.4,5.47,96.76,2.11
8,8,64,64,256,512,512,512,2,16.5,5.47,96.17,2.1
8,8,64,64,512,256,256,256,1,4.14,5.24,95.64,2.08
8,8,64,64,512,256,256,256,2,4.14,5.24,95.64,2.08
8,8,64,128,256,256,256,256,1,2.06,5.23,96.29,2.1
8,8,64,128,256,256,256,256,2,1.97,5.23,100.69,2.19
8,8,64,128,256,512,256,256,1,3.89,5.31,101.98,2.22
8,8,64,128,256,512,256,256,2,3.89,5.31,101.98,2.22
8,8,64,128,256,256,512,256,1,3.87,5.31,102.51,2.23
8,8,64,128,256,256,512,256,2,3.86,5.31,102.77,2.24
8,8,64,128,256,512,512,512,1,15.66,5.47,101.33,2.21
8,8,64,128,256,512,512,512,2,15.61,5.47,101.65,2.21
8,8,64,128,512,256,256,256,1,3.92,5.24,101.0,2.2
8,8,64,128,512,256,256,256,2,3.91,5.24,101.26,2.21
8,8,128,64,256,256,256,256,1,1.98,5.23,100.18,2.18
8,8,128,64,256,256,256,256,2,1.98,5.23,100.18,2.18
8,8,128,64,256,512,256,256,1,3.91,5.31,101.46,2.21
8,8,128,64,256,512,256,256,2,3.91,5.31,101.46,2.21
8,8,128,64,256,256,512,256,1,3.92,5.31,101.2,2.2
8,8,128,64,256,256,512,256,2,3.92,5.31,101.2,2.2
8,8,128,64,256,512,512,512,1,16.02,5.47,99.05,2.16
8,8,128,64,256,512,512,512,2,16.19,5.47,98.01,2.14
8,8,128,64,512,256,256,256,1,3.92,5.24,101.0,2.2
8,8,128,64,512,256,256,256,2,3.94,5.24,100.49,2.19
8,8,128,128,256,256,256,256,1,1.99,5.23,99.67,2.17
8,8,128,128,256,256,256,256,2,2.09,5.23,94.9,2.07
8,8,128,128,256,512,256,256,1,4.1,5.31,96.76,2.11
8,8,128,128,256,512,256,256,2,4.09,5.31,96.99,2.11
8,8,128,128,256,256,512,256,1,4.11,5.31,96.52,2.1
8,8,128,128,256,256,512,256,2,3.9,5.31,101.72,2.22
8,8,128,128,256,512,512,512,1,15.51,5.47,102.31,2.23
8,8,128,128,256,512,512,512,2,16.53,5.47,96.0,2.09
8,8,128,128,512,256,256,256,1,3.97,5.24,99.73,2.17
8,8,128,128,512,256,256,256,2,4.14,5.24,95.64,2.08
8,8,128,256,256,256,256,256,1,1.95,5.23,101.72,2.22
8,8,128,256,256,256,256,256,2,1.94,5.23,102.24,2.23
8,8,128,256,256,512,256,256,1,3.89,5.31,101.98,2.22
8,8,128,256,256,512,256,256,2,3.92,5.31,101.2,2.2
8,8,128,256,256,256,512,256,1,3.84,5.31,103.31,2.25
8,8,128,256,256,256,512,256,2,3.93,5.31,100.94,2.2
8,8,128,256,256,512,512,512,1,15.86,5.47,100.05,2.18
8,8,128,256,256,512,512,512,2,16.09,5.47,98.62,2.15
8,8,128,256,512,256,256,256,1,3.99,5.24,99.23,2.16
8,8,128,256,512,256,256,256,2,3.9,5.24,101.52,2.21
8,8,256,128,256,256,256,256,1,2.0,5.23,99.18,2.16
8,8,256,128,256,256,256,256,2,2.0,5.23,99.18,2.16
8,8,256,128,256,512,256,256,1,3.91,5.31,101.46,2.21
8,8,256,128,256,512,256,256,2,3.91,5.31,101.46,2.21
8,8,256,128,256,256,512,256,1,3.92,5.31,101.2,2.2
8,8,256,128,256,256,512,256,2,3.92,5.31,101.2,2.2
8,8,256,128,256,512,512,512,1,15.5,5.47,102.37,2.23
8,8,256,128,256,512,512,512,2,15.82,5.47,100.3,2.19
8,8,256,128,512,256,256,256,1,4.17,5.24,94.95,2.07
8,8,256,128,512,256,256,256,2,4.18,5.24,94.72,2.06
8,8,256,256,256,256,256,256,1,2.02,5.23,98.19,2.14
8,8,256,256,256,256,256,256,2,2.02,5.23,98.19,2.14
8,8,256,256,256,512,256,256,1,3.86,5.31,102.77,2.24
8,8,256,256,256,512,256,256,2,3.97,5.31,99.92,2.18
8,8,256,256,256,256,512,256,1,3.97,5.31,99.92,2.18
8,8,256,256,256,256,512,256,2,3.96,5.31,100.18,2.18
8,8,256,256,256,512,512,512,1,15.78,5.47,100.56,2.19
8,8,256,256,256,512,512,512,2,15.69,5.47,101.13,2.2
8,8,256,256,512,256,256,256,1,4.03,5.24,98.25,2.14
8,8,256,256,512,256,256,256,2,3.88,5.24,102.04,2.22
8,16,64,64,256,256,256,256,1,2.07,5.23,95.82,2.09
8,16,64,64,256,256,256,256,2,2.06,5.23,96.29,2.1
8,16,64,64,256,512,256,256,1,4.08,5.31,97.23,2.12
8,16,64,64,256,512,256,256,2,4.08,5.31,97.23,2.12
8,16,64,64,256,256,512,256,1,4.08,5.31,97.23,2.12
8,16,64,64,256,256,512,256,2,4.06,5.31,97.71,2.13
8,16,64,64,256,512,512,512,1,16.41,5.47,96.7,2.11
8,16,64,64,256,512,512,512,2,16.44,5.47,96.52,2.1
8,16,64,64,512,256,256,256,1,4.12,5.24,96.1,2.09
8,16,64,64,512,256,256,256,2,4.1,5.24,96.57,2.1
8,16,64,128,256,256,256,256,1,2.05,5.23,96.76,2.11
8,16,64,128,256,256,256,256,2,1.96,5.23,101.2,2.2
8,16,64,128,256,512,256,256,1,4.05,5.31,97.95,2.13
8,16,64,128,256,512,256,256,2,3.86,5.31,102.77,2.24
8,16,64,128,256,256,512,256,1,4.07,5.31,97.47,2.12
8,16,64,128,256,256,512,256,2,3.85,5.31,103.04,2.24
8,16,64,128,256,512,512,512,1,15.46,5.47,102.64,2.24
8,16,64,128,256,512,512,512,2,15.41,5.47,102.97,2.24
8,16,64,128,512,256,256,256,1,3.89,5.24,101.78,2.22
8,16,64,128,512,256,256,256,2,3.9,5.24,101.52,2.21
8,16,128,64,256,256,256,256,1,2.07,5.23,95.82,2.09
8,16,128,64,256,256,256,256,2,2.09,5.23,94.9,2.07
8,16,128,64,256,512,256,256,1,3.87,5.31,102.51,2.23
8,16,128,64,256,512,256,256,2,3.87,5.31,102.51,2.23
8,16,128,64,256,256,512,256,1,3.87,5.31,102.51,2.23
8,16,128,64,256,256,512,256,2,3.87,5.31,102.51,2.23
8,16,128,64,256,512,512,512,1,15.86,5.47,100.05,2.18
8,16,128,64,256,512,512,512,2,16.1,5.47,98.56,2.15
8,16,128,64,512,256,256,256,1,3.91,5.24,101.26,2.21
8,16,128,64,512,256,256,256,2,3.91,5.24,101.26,2.21
8,16,128,128,256,256,256,256,1,1.98,5.23,100.18,2.18
8,16,128,128,256,256,256,256,2,2.08,5.23,95.36,2.08
8,16,128,128,256,512,256,256,1,3.88,5.31,102.24,2.23
8,16,128,128,256,512,256,256,2,4.11,5.31,96.52,2.1
8,16,128,128,256,256,512,256,1,4.12,5.31,96.29,2.1
8,16,128,128,256,256,512,256,2,4.12,5.31,96.29,2.1
8,16,128,128,256,512,512,512,1,16.52,5.47,96.05,2.09
8,16,128,128,256,512,512,512,2,15.97,5.47,99.36,2.16
8,16,128,128,512,256,256,256,1,4.19,5.24,94.49,2.06
8,16,128,128,512,256,256,256,2,4.19,5.24,94.49,2.06
8,16,128,256,256,256,256,256,1,2.03,5.23,97.71,2.13
8,16,128,256,256,256,256,256,2,2.03,5.23,97.71,2.13
8,16,128,256,256,512,256,256,1,3.86,5.31,102.77,2.24
8,16,128,256,256,512,256,256,2,3.97,5.31,99.92,2.18
8,16,128,256,256,256,512,256,1,3.95,5.31,100.43,2.19
8,16,128,256,256,256,512,256,2,3.83,5.31,103.58,2.26
8,16,128,256,256,512,512,512,1,15.57,5.47,101.91,2.22
8,16,128,256,256,512,512,512,2,15.62,5.47,101.59,2.21
8,16,128,256,512,256,256,256,1,3.89,5.24,101.78,2.22
8,16,128,256,512,256,256,256,2,3.87,5.24,102.31,2.23
8,16,256,128,256,256,256,256,1,2.06,5.23,96.29,2.1
8,16,256,128,256,256,256,256,2,2.08,5.23,95.36,2.08
8,16,256,128,256,512,256,256,1,3.84,5.31,103.31,2.25
8,16,256,128,256,512,256,256,2,3.88,5.31,102.24,2.23
8,16,256,128,256,256,512,256,1,3.93,5.31,100.94,2.2
8,16,256,128,256,256,512,256,2,4.06,5.31,97.71,2.13
8,16,256,128,256,512,512,512,1,15.84,5.47,100.18,2.18
8,16,256,128,256,512,512,512,2,15.77,5.47,100.62,2.19
8,16,256,128,512,256,256,256,1,4.15,5.24,95.4,2.08
8,16,256,128,512,256,256,256,2,4.16,5.24,95.18,2.07
8,16,256,256,256,256,256,256,1,1.94,5.23,102.24,2.23
8,16,256,256,256,256,256,256,2,2.08,5.23,95.36,2.08
8,16,256,256,256,512,256,256,1,3.92,5.31,101.2,2.2
8,16,256,256,256,512,256,256,2,3.96,5.31,100.18,2.18
8,16,256,256,256,256,512,256,1,3.91,5.31,101.46,2.21
8,16,256,256,256,256,512,256,2,3.92,5.31,101.2,2.2
8,16,256,256,256,512,512,512,1,15.35,5.47,103.37,2.25
8,16,256,256,256,512,512,512,2,15.68,5.47,101.2,2.2
8,16,256,256,512,256,256,256,1,4.12,5.24,96.1,2.09
8,16,256,256,512,256,256,256,2,4.14,5.24,95.64,2.08
8,32,64,64,256,256,256,256,1,2.07,5.23,95.82,2.09
8,32,64,64,256,256,256,256,2,2.08,5.23,95.36,2.08
8,32,64,64,256,512,256,256,1,4.1,5.31,96.76,2.11
8,32,64,64,256,512,256,256,2,4.09,5.31,96.99,2.11
8,32,64,64,256,256,512,256,1,4.09,5.31,96.99,2.11
8,32,64,64,256,256,512,256,2,4.09,5.31,96.99,2.11
8,32,64,64,256,512,512,512,1,16.36,5.47,96.99,2.11
8,32,64,64,256,512,512,512,2,16.23,5.47,97.77,2.13
8,32,64,64,512,256,256,256,1,4.13,5.24,95.87,2.09
8,32,64,64,512,256,256,256,2,4.12,5.24,96.1,2.09
8,32,64,128,256,256,256,256,1,1.95,5.23,101.72,2.22
8,32,64,128,256,256,256,256,2,1.95,5.23,101.72,2.22
8,32,64,128,256,512,256,256,1,3.85,5.31,103.04,2.24
8,32,64,128,256,512,256,256,2,3.85,5.31,103.04,2.24
8,32,64,128,256,256,512,256,1,3.83,5.31,103.58,2.26
8,32,64,128,256,256,512,256,2,3.81,5.31,104.12,2.27
8,32,64,128,256,512,512,512,1,15.33,5.47,103.51,2.26
8,32,64,128,256,512,512,512,2,15.41,5.47,102.97,2.24
8,32,64,128,512,256,256,256,1,3.87,5.24,102.31,2.23
8,32,64,128,512,256,256,256,2,3.88,5.24,102.04,2.22
8,32,128,64,256,256,256,256,1,1.95,5.23,101.72,2.22
8,32,128,64,256,256,256,256,2,1.94,5.23,102.24,2.23
8,32,128,64,256,512,256,256,1,3.85,5.31,103.04,2.24
8,32,128,64,256,512,256,256,2,3.83,5.31,103.58,2.26
8,32,128,64,256,256,512,256,1,3.87,5.31,102.51,2.23
8,32,128,64,256,256,512,256,2,3.85,5.31,103.04,2.24
8,32,128,64,256,512,512,512,1,16.13,5.47,98.38,2.14
8,32,128,64,256,512,512,512,2,15.84,5.47,100.18,2.18
8,32,128,64,512,256,256,256,1,3.87,5.24,102.31,2.23
8,32,128,64,512,256,256,256,2,3.88,5.24,102.04,2.22
8,32,128,128,256,256,256,256,1,2.1,5.23,94.45,2.06
8,32,128,128,256,256,256,256,2,2.1,5.23,94.45,2.06
8,32,128,128,256,512,256,256,1,3.89,5.31,101.98,2.22
8,32,128,128,256,512,256,256,2,4.09,5.31,96.99,2.11
8,32,128,128,256,256,512,256,1,4.1,5.31,96.76,2.11
8,32,128,128,256,256,512,256,2,3.87,5.31,102.51,2.23
8,32,128,128,256,512,512,512,1,15.38,5.47,103.17,2.25
8,32,128,128,256,512,512,512,2,15.64,5.47,101.46,2.21
8,32,128,128,512,256,256,256,1,3.93,5.24,100.75,2.2
