num_ranks,space_order,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,2,256,512,512,512,1,5.66,2.7,134.08,6.1,0.401353
2,2,256,512,512,512,2,5.69,2.7,133.37,6.07,0.47123900000000013
2,2,256,512,512,512,3,5.69,2.7,133.37,6.07,0.4797810000000001
2,4,256,512,512,512,1,6.4,3.38,150.92,5.39,0.9253149999999997
2,4,256,512,512,512,2,6.38,3.38,151.39,5.41,0.8855500000000001
2,4,256,512,512,512,3,6.39,3.38,151.15,5.4,0.9054130000000007
2,8,256,512,512,512,1,9.42,5.39,168.45,3.67,1.9291420000000008
2,8,256,512,512,512,2,9.43,5.39,168.27,3.66,1.9374420000000003
2,8,256,512,512,512,3,9.44,5.39,168.09,3.66,2.107644
