num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,1.0,5.03,110.96,2.42
2,200,300,200,200,2,1.0,5.03,110.96,2.42
2,200,300,200,200,3,0.98,5.03,113.22,2.47
2,200,300,300,200,1,1.4,5.09,118.88,2.59
2,200,300,300,200,2,1.41,5.09,118.04,2.57
2,200,300,300,200,3,1.41,5.09,118.04,2.57
2,200,400,200,200,1,1.12,5.09,132.09,2.88
2,200,400,200,200,2,1.13,5.09,130.92,2.85
2,200,400,200,200,3,1.12,5.09,132.09,2.88
2,200,400,300,200,1,1.75,5.16,126.81,2.76
2,200,400,300,200,2,1.75,5.16,126.81,2.76
2,200,400,300,200,3,1.76,5.16,126.09,2.75
