num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,0.91,3.31,74.22,2.66
2,200,300,200,200,3,0.94,3.31,71.85,2.57
2,200,300,300,200,1,1.25,3.33,81.05,2.9
2,200,300,300,200,2,1.24,3.33,81.7,2.92
2,200,300,300,200,3,1.45,3.33,69.87,2.5
2,200,400,200,200,1,1.17,3.32,76.97,2.75
2,200,400,200,200,2,1.04,3.32,86.59,3.1
2,200,400,200,200,3,1.21,3.32,74.42,2.66
2,200,400,300,200,1,1.94,3.34,69.63,2.49
2,200,400,300,200,2,1.7,3.34,79.46,2.84
2,200,400,300,200,3,1.98,3.34,68.22,2.44
