num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.46,2.65,115.36,5.25
2,200,300,200,200,2,0.46,2.65,115.36,5.25
2,200,300,200,200,3,0.46,2.65,115.36,5.25
2,200,300,300,200,1,0.68,2.66,117.06,5.33
2,200,300,300,200,2,0.68,2.66,117.06,5.33
2,200,300,300,200,3,0.67,2.66,118.8,5.4
2,200,400,200,200,1,0.58,2.66,121.99,5.55
2,200,400,200,200,2,0.58,2.66,121.99,5.55
2,200,400,200,200,3,0.58,2.66,121.99,5.55
2,200,400,300,200,1,0.87,2.67,121.99,5.55
2,200,400,300,200,2,0.87,2.67,121.99,5.55
2,200,400,300,200,3,0.87,2.67,121.99,5.55
