num_ranks,space_order,time_tile_size,wf_x_width,wf_y_width,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,2,4,32,32,256,512,512,512,1,24.94,2.7,30.43,1.39,0.483532
2,2,4,32,32,256,512,512,512,2,16.47,2.7,46.08,2.1,2.4860900000000012
2,2,4,32,32,256,512,512,512,3,30.07,2.7,25.24,1.15,14.822236000000002
2,2,4,32,64,256,512,512,512,1,15.68,2.7,48.4,2.2,2.1242589999999995
2,2,4,32,64,256,512,512,512,2,10.22,2.7,74.26,3.38,0.8430079999999999
2,2,4,32,64,256,512,512,512,3,10.31,2.7,73.61,3.35,1.3126540000000002
2,2,4,64,32,256,512,512,512,1,13.77,2.7,55.12,2.51,1.2342280000000005
2,2,4,64,32,256,512,512,512,2,13.72,2.7,55.32,2.52,0.29860400000000004
2,2,4,64,32,256,512,512,512,3,12.71,2.7,59.71,2.72,3.310641
2,2,4,64,64,256,512,512,512,1,8.32,2.7,91.21,4.15,0.38411400000000007
2,2,4,64,64,256,512,512,512,2,8.6,2.7,88.25,4.02,0.9633170000000001
2,2,4,64,64,256,512,512,512,3,8.71,2.7,87.13,3.97,0.321365
2,2,4,64,96,256,512,512,512,1,6.5,2.7,116.75,5.31,1.029394
2,2,4,64,96,256,512,512,512,2,6.67,2.7,113.78,5.18,0.4983519999999999
2,2,4,64,96,256,512,512,512,3,6.83,2.7,111.11,5.06,1.4430530000000006
2,2,4,96,64,256,512,512,512,1,7.41,2.7,102.42,4.66,1.4387329999999998
2,2,4,96,64,256,512,512,512,2,9.85,2.7,77.05,3.51,2.088757
2,2,4,96,64,256,512,512,512,3,7.27,2.7,104.39,4.75,0.973374
2,2,4,96,96,256,512,512,512,1,6.35,2.7,119.51,5.44,0.5619939999999998
2,2,4,96,96,256,512,512,512,2,5.48,2.7,138.48,6.3,0.6263360000000001
2,2,4,96,96,256,512,512,512,3,6.9,2.7,109.99,5.0,0.7773370000000003
2,2,8,32,32,256,512,512,512,1,18.44,2.7,41.16,1.88,0.4317620000000001
2,2,8,32,32,256,512,512,512,2,18.4,2.7,41.25,1.88,0.318038
2,2,8,32,32,256,512,512,512,3,18.47,2.7,41.09,1.87,1.2645249999999995
2,2,8,32,64,256,512,512,512,1,19.15,2.7,39.63,1.81,2.0976529999999993
2,2,8,32,64,256,512,512,512,2,11.84,2.7,64.1,2.92,2.1936319999999996
2,2,8,32,64,256,512,512,512,3,19.42,2.7,39.08,1.78,1.11971
2,2,8,64,32,256,512,512,512,1,16.4,2.7,46.28,2.11,4.981947
2,2,8,64,32,256,512,512,512,2,10.43,2.7,72.76,3.31,0.8493580000000001
2,2,8,64,32,256,512,512,512,3,16.42,2.7,46.22,2.11,5.210531
2,2,8,64,64,256,512,512,512,1,11.15,2.7,68.06,3.1,0.553712
2,2,8,64,64,256,512,512,512,2,11.76,2.7,64.53,2.94,0.40748500000000004
2,2,8,64,64,256,512,512,512,3,9.22,2.7,82.31,3.75,0.3376119999999999
2,2,8,64,96,256,512,512,512,1,6.99,2.7,108.57,4.94,0.279162
2,2,8,64,96,256,512,512,512,2,6.95,2.7,109.19,4.97,0.278032
2,2,8,64,96,256,512,512,512,3,9.0,2.7,84.32,3.84,0.28767200000000004
2,2,8,96,64,256,512,512,512,1,6.44,2.7,117.84,5.36,0.4791280000000001
2,2,8,96,64,256,512,512,512,2,6.43,2.7,118.02,5.37,0.35471900000000006
2,2,8,96,64,256,512,512,512,3,7.57,2.7,100.25,4.56,2.54027
2,2,8,96,96,256,512,512,512,1,5.65,2.7,134.32,6.11,0.321575
2,2,8,96,96,256,512,512,512,2,4.95,2.7,153.31,6.97,0.37200600000000006
2,2,8,96,96,256,512,512,512,3,8.3,2.7,91.43,4.16,3.077871
2,2,16,32,32,256,512,512,512,1,18.38,2.7,41.29,1.88,0.30799400000000005
2,2,16,32,32,256,512,512,512,2,20.66,2.7,36.74,1.67,2.2879669999999996
2,2,16,32,32,256,512,512,512,3,20.32,2.7,37.35,1.7,3.0593489999999997
2,2,16,32,64,256,512,512,512,1,11.45,2.7,66.28,3.02,1.245851
2,2,16,32,64,256,512,512,512,2,18.34,2.7,41.38,1.89,0.5832870000000001
2,2,16,32,64,256,512,512,512,3,11.11,2.7,68.31,3.11,2.563101
2,2,16,64,32,256,512,512,512,1,11.42,2.7,66.46,3.03,0.30817900000000004
2,2,16,64,32,256,512,512,512,2,15.44,2.7,49.15,2.24,3.332831
2,2,16,64,32,256,512,512,512,3,18.31,2.7,41.45,1.89,0.5697609999999999
2,2,16,64,64,256,512,512,512,1,11.38,2.7,66.69,3.04,1.694448
2,2,16,64,64,256,512,512,512,2,13.34,2.7,56.89,2.59,7.398330999999999
2,2,16,64,64,256,512,512,512,3,10.89,2.7,69.69,3.17,0.3110490000000001
