num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,1.82,3.27,37.11,1.33
2,200,300,200,200,2,1.82,3.27,37.11,1.33
2,200,300,200,200,3,1.81,3.27,37.32,1.34
2,200,300,300,200,1,2.56,3.29,39.58,1.42
2,200,300,300,200,2,2.58,3.29,39.27,1.41
2,200,300,300,200,3,2.58,3.29,39.27,1.41
2,200,400,200,200,1,1.95,3.29,46.18,1.65
2,200,400,200,200,2,1.96,3.29,45.95,1.65
2,200,400,200,200,3,2.0,3.29,45.03,1.61
2,200,400,300,200,1,2.86,3.31,47.23,1.69
2,200,400,300,200,2,2.82,3.31,47.9,1.72
2,200,400,300,200,3,2.8,3.31,48.24,1.73
