num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,0.81,2.67,65.52,2.98
2,200,300,200,200,3,0.9,2.67,58.96,2.68
2,200,300,300,200,1,1.27,2.68,62.68,2.85
2,200,300,300,200,2,1.3,2.68,61.23,2.79
2,200,300,300,200,3,1.25,2.68,63.68,2.9
2,200,400,200,200,1,1.1,2.67,64.32,2.93
2,200,400,200,200,2,1.08,2.67,65.52,2.98
2,200,400,200,200,3,1.09,2.67,64.92,2.96
2,200,400,300,200,1,1.73,2.68,61.35,2.79
2,200,400,300,200,2,1.59,2.68,66.75,3.04
2,200,400,300,200,3,2.01,2.68,52.8,2.41
