num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.82,3.27,82.37,2.95
2,200,300,200,200,2,0.82,3.27,82.37,2.95
2,200,300,200,200,3,0.82,3.27,82.37,2.95
2,200,300,300,200,1,1.23,3.29,82.37,2.95
2,200,300,300,200,2,1.24,3.29,81.7,2.92
2,200,300,300,200,3,1.23,3.29,82.37,2.95
2,200,400,200,200,1,0.95,3.29,94.79,3.39
2,200,400,200,200,2,0.96,3.29,93.81,3.36
2,200,400,200,200,3,0.95,3.29,94.79,3.39
2,200,400,300,200,1,1.44,3.31,93.81,3.35
2,200,400,300,200,2,1.44,3.31,93.81,3.35
2,200,400,300,200,3,1.44,3.31,93.81,3.35
