num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,1.56,5.03,71.13,1.55
2,200,300,200,200,2,1.54,5.03,72.05,1.57
2,200,300,200,200,3,1.55,5.03,71.59,1.56
2,200,300,300,200,1,2.27,5.09,73.32,1.6
2,200,300,300,200,2,2.24,5.09,74.3,1.62
2,200,300,300,200,3,2.26,5.09,73.65,1.61
2,200,400,200,200,1,1.71,5.09,86.52,1.89
2,200,400,200,200,2,1.73,5.09,85.52,1.86
2,200,400,200,200,3,1.69,5.09,87.54,1.91
2,200,400,300,200,1,2.6,5.16,85.35,1.86
2,200,400,300,200,2,2.58,5.16,86.01,1.87
2,200,400,300,200,3,2.59,5.16,85.68,1.87
