num_ranks,space_order,time_tile_size,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
4,8,4,512,256,512,256,1,4.8,5.08,164.97,3.59,1.195454
4,8,4,512,256,512,256,2,4.81,5.08,164.62,3.58,1.237065
4,8,4,512,256,512,256,3,4.82,5.08,164.28,3.58,1.24146
4,8,4,512,256,512,512,1,9.63,5.16,164.45,3.58,2.4247499999999986
4,8,4,512,256,512,512,2,9.62,5.16,164.62,3.58,2.4413710000000015
4,8,4,512,256,512,512,3,9.61,5.16,164.8,3.59,2.4400220000000012
4,8,4,512,512,256,256,1,4.67,5.08,169.56,3.69,1.036539
4,8,4,512,512,256,256,2,4.63,5.08,171.02,3.72,0.9992389999999995
4,8,4,512,512,256,256,3,4.68,5.08,169.2,3.68,1.0964879999999995
4,8,4,512,512,256,512,1,9.01,5.16,175.77,3.83,2.0981829999999997
4,8,4,512,512,256,512,2,9.01,5.16,175.77,3.83,2.217185
4,8,4,512,512,256,512,3,9.0,5.16,175.96,3.83,2.119198999999999
4,8,4,512,512,512,256,1,8.68,5.24,182.45,3.97,1.6621250000000005
4,8,4,512,512,512,256,2,8.68,5.24,182.45,3.97,1.4727450000000004
4,8,4,512,512,512,256,3,8.58,5.24,184.58,4.02,1.6410729999999987
4,8,4,512,512,512,512,1,17.04,5.32,185.88,4.05,2.8080280000000006
4,8,4,512,512,512,512,2,17.05,5.32,185.77,4.04,2.9923439999999997
4,8,4,512,512,512,512,3,17.1,5.32,185.23,4.03,3.1132310000000007
4,8,8,256,256,256,256,1,1.59,4.92,124.75,2.72,0.38649900000000004
4,8,8,256,256,256,256,2,1.59,4.92,124.75,2.72,0.39479800000000004
4,8,8,256,256,256,256,3,1.57,4.92,126.34,2.75,0.359055
4,8,8,256,256,256,512,1,2.69,5.0,147.47,3.21,0.7443750000000001
4,8,8,256,256,256,512,2,2.74,5.0,144.78,3.15,0.776604
4,8,8,256,256,256,512,3,2.68,5.0,148.02,3.22,0.7185729999999999
4,8,8,256,256,512,256,1,2.54,5.07,156.18,3.4,0.588832
4,8,8,256,256,512,256,2,2.56,5.07,154.96,3.37,0.603459
4,8,8,256,256,512,256,3,2.57,5.07,154.36,3.36,0.587742
4,8,8,256,256,512,512,1,5.16,5.15,153.76,3.35,1.2546030000000001
4,8,8,256,256,512,512,2,5.4,5.15,146.92,3.2,1.658183
4,8,8,256,256,512,512,3,5.6,5.15,141.68,3.08,1.6228870000000004
4,8,8,256,512,256,256,1,2.8,5.07,141.68,3.08,0.4840029999999999
4,8,8,256,512,256,256,2,2.82,5.07,140.67,3.06,0.512342
4,8,8,256,512,256,256,3,2.84,5.07,139.68,3.04,0.49704700000000007
4,8,8,256,512,256,512,1,5.19,5.15,152.87,3.33,1.4827
4,8,8,256,512,256,512,2,5.15,5.15,154.06,3.35,1.464516
4,8,8,256,512,256,512,3,5.15,5.15,154.06,3.35,1.4379210000000002
4,8,8,256,512,512,256,1,4.44,5.23,178.69,3.89,0.7303820000000001
4,8,8,256,512,512,256,2,4.49,5.23,176.7,3.85,0.7094619999999999
4,8,8,256,512,512,256,3,4.53,5.23,175.14,3.81,0.8158880000000002
4,8,8,256,512,512,512,1,8.5,5.31,186.68,4.06,1.4125679999999996
4,8,8,256,512,512,512,2,8.66,5.31,183.23,3.99,1.6144780000000003
4,8,8,256,512,512,512,3,8.51,5.31,186.46,4.06,1.4190859999999996
4,8,8,512,256,256,256,1,3.11,4.93,127.31,2.77,0.678389
4,8,8,512,256,256,256,2,3.1,4.93,127.72,2.78,0.7095940000000002
4,8,8,512,256,256,256,3,3.12,4.93,126.9,2.76,0.7346399999999998
4,8,8,512,256,256,512,1,5.36,5.01,147.73,3.22,1.4600869999999995
4,8,8,512,256,256,512,2,5.4,5.01,146.64,3.19,1.5128270000000001
4,8,8,512,256,256,512,3,5.24,5.01,151.12,3.29,1.3810980000000006
4,8,8,512,256,512,256,1,5.25,5.08,150.83,3.28,1.3071089999999999
4,8,8,512,256,512,256,2,5.08,5.08,155.87,3.39,1.176779
4,8,8,512,256,512,256,3,5.09,5.08,155.57,3.39,1.1573039999999997
4,8,8,512,256,512,512,1,10.79,5.16,146.77,3.2,2.9656089999999993
4,8,8,512,256,512,512,2,10.44,5.16,151.69,3.3,2.9850230000000004
4,8,8,512,256,512,512,3,10.25,5.16,154.51,3.36,2.494271000000001
4,8,8,512,512,256,256,1,5.6,5.08,141.4,3.08,1.013728
4,8,8,512,512,256,256,2,5.56,5.08,142.42,3.1,0.962894
4,8,8,512,512,256,256,3,5.56,5.08,142.42,3.1,0.987536
4,8,8,512,512,256,512,1,9.97,5.16,158.85,3.46,2.598557000000001
4,8,8,512,512,256,512,2,10.08,5.16,157.11,3.42,2.702688
4,8,8,512,512,256,512,3,10.15,5.16,156.03,3.4,2.8172820000000005
4,8,8,512,512,512,256,1,8.8,5.24,179.96,3.92,1.424581
4,8,8,512,512,512,256,2,8.97,5.24,176.55,3.84,1.3900920000000008
4,8,8,512,512,512,256,3,8.82,5.24,179.56,3.91,1.3892669999999994
4,8,8,512,512,512,512,1,16.91,5.32,187.31,4.08,2.7933730000000003
4,8,8,512,512,512,512,2,16.92,5.32,187.2,4.07,2.585911999999999
4,8,8,512,512,512,512,3,16.92,5.32,187.2,4.07,2.422884
4,8,16,256,256,256,256,1,1.78,4.92,111.43,2.43,0.421281
4,8,16,256,256,256,256,2,1.76,4.92,112.7,2.45,0.4181
4,8,16,256,256,256,256,3,1.77,4.92,112.06,2.44,0.429062
4,8,16,256,256,256,512,1,3.38,5.0,117.37,2.56,0.790504
4,8,16,256,256,256,512,2,3.42,5.0,115.99,2.53,0.9347840000000001
4,8,16,256,256,256,512,3,3.43,5.0,115.66,2.52,0.9204869999999999
4,8,16,256,256,512,256,1,3.03,5.07,130.92,2.85,0.591459
4,8,16,256,256,512,256,2,3.04,5.07,130.49,2.84,0.59862
4,8,16,256,256,512,256,3,3.04,5.07,130.49,2.84,0.5869530000000001
4,8,16,256,256,512,512,1,6.71,5.15,118.24,2.58,1.9046759999999998
4,8,16,256,256,512,512,2,6.69,5.15,118.59,2.58,1.824191
4,8,16,256,256,512,512,3,6.71,5.15,118.24,2.58,1.8686260000000003
4,8,16,256,512,256,256,1,3.18,5.07,124.75,2.72,0.7521720000000001
4,8,16,256,512,256,256,2,3.09,5.07,128.38,2.8,0.641092
4,8,16,256,512,256,256,3,3.14,5.07,126.34,2.75,0.6877209999999999
4,8,16,256,512,256,512,1,6.01,5.15,132.01,2.87,1.4092079999999996
4,8,16,256,512,256,512,2,6.26,5.15,126.74,2.76,1.666684
4,8,16,256,512,256,512,3,6.17,5.15,128.59,2.8,1.455008
4,8,16,256,512,512,256,1,5.35,5.23,148.3,3.23,0.9667209999999999
4,8,16,256,512,512,256,2,5.32,5.23,149.13,3.25,0.949966
4,8,16,256,512,512,256,3,5.32,5.23,149.13,3.25,0.84309
4,8,16,256,512,512,512,1,11.3,5.31,140.42,3.06,2.7492590000000003
4,8,16,256,512,512,512,2,11.04,5.31,143.73,3.13,2.5278349999999996
4,8,16,256,512,512,512,3,11.16,5.31,142.18,3.1,2.7174799999999997
4,8,16,512,256,256,256,1,3.38,4.93,117.14,2.55,0.7079350000000001
4,8,16,512,256,256,256,2,3.39,4.93,116.79,2.54,0.7152500000000002
4,8,16,512,256,256,256,3,3.41,4.93,116.11,2.53,0.686174
4,8,16,512,256,256,512,1,6.66,5.01,118.9,2.59,1.6652989999999996
4,8,16,512,256,256,512,2,7.03,5.01,112.64,2.45,2.0163750000000005
4,8,16,512,256,256,512,3,6.85,5.01,115.6,2.52,1.8805290000000001
4,8,16,512,256,512,256,1,6.1,5.08,129.81,2.83,1.2101059999999997
4,8,16,512,256,512,256,2,6.34,5.08,124.9,2.72,1.4720160000000004
4,8,16,512,256,512,256,3,6.12,5.08,129.39,2.82,1.2369450000000002
4,8,16,512,256,512,512,1,13.22,5.16,119.8,2.61,3.569968
4,8,16,512,256,512,512,2,13.24,5.16,119.61,2.61,3.6334619999999997
4,8,16,512,256,512,512,3,13.57,5.16,116.71,2.54,3.6468009999999995
4,8,16,512,512,256,256,1,6.26,5.08,126.49,2.75,1.3759910000000002
4,8,16,512,512,256,256,2,6.1,5.08,129.81,2.83,1.2235829999999999
4,8,16,512,512,256,256,3,6.29,5.08,125.89,2.74,1.4371120000000002
4,8,16,512,512,256,512,1,11.88,5.16,133.31,2.9,2.841864
4,8,16,512,512,256,512,2,12.13,5.16,130.56,2.84,3.047256
4,8,16,512,512,256,512,3,12.08,5.16,131.1,2.85,2.785570000000001
4,8,16,512,512,512,256,1,10.65,5.24,148.7,3.24,1.881107
4,8,16,512,512,512,256,2,10.42,5.24,151.99,3.31,1.7627329999999997
4,8,16,512,512,512,256,3,10.48,5.24,151.12,3.29,1.698111
4,8,16,512,512,512,512,1,22.15,5.32,143.0,3.11,5.236704
4,8,16,512,512,512,512,2,22.19,5.32,142.74,3.11,5.049994999999999
4,8,16,512,512,512,512,3,22.03,5.32,143.78,3.13,4.343990000000002
4,8,32,256,256,256,256,1,2.95,4.92,67.24,1.47,0.609931
4,8,32,256,256,256,256,2,2.81,4.92,70.59,1.54,0.48486399999999996
4,8,32,256,256,256,256,3,2.94,4.92,67.47,1.47,0.6125449999999999
4,8,32,256,256,256,512,1,5.26,5.0,75.42,1.64,1.180258
4,8,32,256,256,256,512,2,5.27,5.0,75.28,1.64,1.17436
4,8,32,256,256,256,512,3,5.3,5.0,74.85,1.63,1.201776
4,8,32,256,256,512,256,1,4.99,5.07,79.5,1.73,1.126393
4,8,32,256,256,512,256,2,5.07,5.07,78.25,1.71,1.187083
4,8,32,256,256,512,256,3,5.03,5.07,78.87,1.72,1.061681
4,8,32,256,256,512,512,1,8.97,5.15,88.45,1.93,1.9746199999999998
4,8,32,256,256,512,512,2,8.67,5.15,91.51,1.99,2.0343240000000002
4,8,32,256,256,512,512,3,8.71,5.15,91.09,1.99,2.0157930000000004
4,8,32,256,512,256,256,1,5.1,5.07,77.79,1.7,1.2648800000000002
4,8,32,256,512,256,256,2,5.08,5.07,78.09,1.7,1.2592530000000002
4,8,32,256,512,256,256,3,5.09,5.07,77.94,1.7,1.29513
4,8,32,256,512,256,512,1,8.28,5.15,95.82,2.09,1.5578420000000002
4,8,32,256,512,256,512,2,8.26,5.15,96.05,2.09,1.589801
4,8,32,256,512,256,512,3,8.4,5.15,94.45,2.06,1.690886
4,8,32,256,512,512,256,1,7.76,5.23,102.24,2.23,1.183888
4,8,32,256,512,512,256,2,7.75,5.23,102.37,2.23,1.182409
4,8,32,256,512,512,256,3
