num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,0.51,2.66,186.0,8.46,0.070762
2,256,256,256,256,2,0.5,2.66,189.72,8.63,0.07372100000000001
2,256,256,256,256,3,0.5,2.66,189.72,8.63,0.07473099999999999
2,256,256,512,256,1,0.98,2.67,193.59,8.8,0.12963499999999997
2,256,256,512,256,2,1.01,2.67,187.84,8.54,0.14065
2,256,256,512,256,3,0.99,2.67,191.64,8.72,0.13634400000000002
2,256,512,256,256,1,0.92,2.68,206.22,9.38,0.07946000000000003
2,256,512,256,256,2,0.93,2.68,204.0,9.28,0.08138699999999999
2,256,512,256,256,3,0.93,2.68,204.0,9.28,0.087004
2,256,512,512,256,1,1.84,2.69,206.22,9.38,0.162459
2,256,512,512,256,2,1.84,2.69,206.22,9.38,0.168759
2,256,512,512,256,3,1.82,2.69,208.48,9.48,0.14574800000000007
