num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,0.89,5.16,124.67,2.72
2,200,300,200,200,3,0.86,5.16,129.02,2.81
2,200,300,300,200,1,1.3,5.22,128.03,2.79
2,200,300,300,200,2,1.32,5.22,126.09,2.75
2,200,300,300,200,3,1.32,5.22,126.09,2.75
2,200,400,200,200,1,1.25,5.19,118.35,2.58
2,200,400,200,200,2,1.23,5.19,120.28,2.62
2,200,400,200,200,3,1.25,5.19,118.35,2.58
2,200,400,300,200,1,1.84,5.26,120.6,2.63
2,200,400,300,200,2,1.85,5.26,119.95,2.61
2,200,400,300,200,3,1.85,5.26,119.95,2.61
