num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,1.36,5.07,145.84,3.18,0.5146329999999999
2,256,256,256,256,2,1.36,5.07,145.84,3.18,0.49467200000000017
2,256,256,256,256,3,1.36,5.07,145.84,3.18,0.5188699999999999
2,256,256,512,256,1,2.8,5.15,141.68,3.08,1.0155920000000005
2,256,256,512,256,2,2.76,5.15,143.73,3.13,0.9988130000000001
2,256,256,512,256,3,2.78,5.15,142.7,3.11,0.988279
2,256,512,256,256,1,2.2,5.23,180.31,3.92,0.5207429999999995
2,256,512,256,256,2,2.18,5.23,181.97,3.96,0.490345
2,256,512,256,256,3,2.19,5.23,181.14,3.94,0.5262509999999999
2,256,512,512,256,1,4.5,5.31,176.31,3.84,1.0296349999999994
2,256,512,512,256,2,4.51,5.31,175.92,3.83,1.0395249999999996
2,256,512,512,256,3,4.48,5.31,177.09,3.85,1.0374420000000006
