num_ranks,space_order,time_tile_size,wf_x_width,wf_y_width,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
4,2,4,32,32,256,512,512,512,1,7.71,2.69,98.43,4.48,1.0597120000000002
4,2,4,32,32,256,512,512,512,2,8.09,2.69,93.81,4.27,0.587521
4,2,4,32,32,256,512,512,512,3,7.91,2.69,95.94,4.37,1.1671090000000002
4,2,4,32,64,256,512,512,512,1,5.5,2.69,137.98,6.28,1.3460459999999999
4,2,4,32,64,256,512,512,512,2,7.63,2.69,99.46,4.53,3.1287179999999997
4,2,4,32,64,256,512,512,512,3,6.23,2.69,121.81,5.54,2.078037
4,2,4,64,32,256,512,512,512,1,5.08,2.69,149.39,6.8,0.409811
4,2,4,64,32,256,512,512,512,2,7.74,2.69,98.05,4.46,3.03259
4,2,4,64,32,256,512,512,512,3,6.82,2.69,111.28,5.06,1.8995480000000005
4,2,4,64,64,256,512,512,512,1,5.19,2.69,146.22,6.65,0.475193
4,2,4,64,64,256,512,512,512,2,5.58,2.69,136.0,6.19,1.4024500000000002
4,2,4,64,64,256,512,512,512,3,4.98,2.69,152.39,6.93,0.930805
4,2,4,64,96,256,512,512,512,1,4.84,2.69,156.8,7.13,1.2454370000000006
4,2,4,64,96,256,512,512,512,2,4.61,2.69,164.62,7.49,1.003284
4,2,4,64,96,256,512,512,512,3,4.61,2.69,164.62,7.49,0.927569
4,2,4,96,64,256,512,512,512,1,4.58,2.69,165.7,7.54,1.0866000000000005
4,2,4,96,64,256,512,512,512,2,4.34,2.69,174.86,7.95,0.6826139999999998
4,2,4,96,64,256,512,512,512,3,4.4,2.69,172.47,7.84,0.780657
4,2,4,96,96,256,512,512,512,1,4.57,2.69,166.06,7.55,1.051009
4,2,4,96,96,256,512,512,512,2,4.05,2.69,187.38,8.52,0.40320999999999996
4,2,4,96,96,256,512,512,512,3,4.31,2.69,176.08,8.01,0.5962099999999999
4,2,8,32,32,256,512,512,512,1,8.46,2.69,89.71,4.08,1.4478419999999996
4,2,8,32,32,256,512,512,512,2,8.58,2.69,88.45,4.03,1.759632
4,2,8,32,32,256,512,512,512,3,8.3,2.69,91.43,4.16,0.514402
4,2,8,32,64,256,512,512,512,1,8.07,2.69,94.04,4.28,1.0608720000000003
4,2,8,32,64,256,512,512,512,2,7.26,2.69,104.53,4.76,2.8087670000000005
4,2,8,32,64,256,512,512,512,3,5.75,2.69,131.98,6.0,0.8892949999999998
4,2,8,64,32,256,512,512,512,1,8.53,2.69,88.97,4.05,3.634774000000001
4,2,8,64,32,256,512,512,512,2,5.49,2.69,138.23,6.29,1.2828249999999999
4,2,8,64,32,256,512,512,512,3,5.59,2.69,135.76,6.18,0.930044
4,2,8,64,64,256,512,512,512,1,5.64,2.69,134.56,6.12,0.815464
4,2,8,64,64,256,512,512,512,2,6.22,2.69,122.01,5.55,2.459988
4,2,8,64,64,256,512,512,512,3,5.78,2.69,131.3,5.97,1.0984760000000002
4,2,8,64,96,256,512,512,512,1,4.65,2.69,163.2,7.42,0.9002190000000002
4,2,8,64,96,256,512,512,512,2,4.66,2.69,162.85,7.41,1.0183609999999998
4,2,8,64,96,256,512,512,512,3,4.71,2.69,161.12,7.33,0.44083900000000004
4,2,8,96,64,256,512,512,512,1,4.68,2.69,162.16,7.38,1.2292880000000002
4,2,8,96,64,256,512,512,512,2,4.47,2.69,169.77,7.72,0.5552750000000001
4,2,8,96,64,256,512,512,512,3,4.81,2.69,157.77,7.18,0.6593640000000001
4,2,8,96,96,256,512,512,512,1,4.6,2.69,164.98,7.5,0.846878
4,2,8,96,96,256,512,512,512,2,4.3,2.69,176.49,8.03,0.841969
4,2,8,96,96,256,512,512,512,3,4.07,2.69,186.46,8.48,0.3963149999999999
4,2,16,32,32,256,512,512,512,1,8.19,2.69,92.66,4.22,0.7634679999999999
4,2,16,32,32,256,512,512,512,2,8.14,2.69,93.23,4.24,0.605152
4,2,16,32,32,256,512,512,512,3,8.14,2.69,93.23,4.24,0.6890600000000001
4,2,16,32,64,256,512,512,512,1,5.92,2.69,128.19,5.83,0.9563189999999999
4,2,16,32,64,256,512,512,512,2,8.24,2.69,92.1,4.19,3.1239280000000003
4,2,16,32,64,256,512,512,512,3,5.86,2.69,129.5,5.89,0.40515
4,2,16,64,32,256,512,512,512,1,8.59,2.69,88.35,4.02,0.37750300000000003
4,2,16,64,32,256,512,512,512,2,5.94,2.69,127.76,5.81,0.39995600000000003
4,2,16,64,32,256,512,512,512,3,7.28,2.69,104.24,4.74,0.42125799999999997
4,2,16,64,64,256,512,512,512,1,5.97,2.69,127.12,5.78,0.9204699999999999
4,2,16,64,64,256,512,512,512,2,6.78,2.69,111.93,5.09,0.42043400000000003
4,2,16,64,64,256,512,512,512,3,7.41,2.69,102.42,4.66,1.271895
