num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.56,3.27,120.6,4.31
2,200,300,200,200,2,0.56,3.27,120.6,4.31
2,200,300,200,200,3,0.56,3.27,120.6,4.31
2,200,300,300,200,1,0.83,3.29,122.06,4.36
2,200,300,300,200,2,0.83,3.29,122.06,4.36
2,200,300,300,200,3,0.84,3.29,120.6,4.31
2,200,400,200,200,1,0.7,3.29,128.65,4.6
2,200,400,200,200,2,0.7,3.29,128.65,4.6
2,200,400,200,200,3,0.7,3.29,128.65,4.6
2,200,400,300,200,1,1.04,3.31,129.88,4.64
2,200,400,300,200,2,1.04,3.31,129.88,4.64
2,200,400,300,200,3,1.04,3.31,129.88,4.64
