num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.45,2.65,117.92,5.36
2,200,300,200,200,2,0.46,2.65,115.36,5.25
2,200,300,200,200,3,0.45,2.65,117.92,5.36
2,200,300,300,200,1,0.67,2.66,118.8,5.4
2,200,300,300,200,2,0.67,2.66,118.8,5.4
2,200,300,300,200,3,0.67,2.66,118.8,5.4
2,200,400,200,200,1,0.57,2.66,124.13,5.65
2,200,400,200,200,2,0.58,2.66,121.99,5.55
2,200,400,200,200,3,0.57,2.66,124.13,5.65
2,200,400,300,200,1,0.86,2.67,123.41,5.61
2,200,400,300,200,2,0.86,2.67,123.41,5.61
2,200,400,300,200,3,0.86,2.67,123.41,5.61
