num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.65,2.65,81.64,3.72
2,200,300,200,200,2,0.65,2.65,81.64,3.72
2,200,300,200,200,3,0.65,2.65,81.64,3.72
2,200,300,300,200,1,0.95,2.66,83.79,3.81
2,200,300,300,200,2,0.95,2.66,83.79,3.81
2,200,300,300,200,3,0.95,2.66,83.79,3.81
2,200,400,200,200,1,0.78,2.66,90.71,4.13
2,200,400,200,200,2,0.77,2.66,91.89,4.18
2,200,400,200,200,3,0.77,2.66,91.89,4.18
2,200,400,300,200,1,1.14,2.67,93.1,4.24
2,200,400,300,200,2,1.14,2.67,93.1,4.24
2,200,400,300,200,3,1.14,2.67,93.1,4.24
