num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,0.85,2.67,62.43,2.84
2,200,300,200,200,3,0.9,2.67,58.96,2.68
2,200,300,300,200,1,1.33,2.68,59.85,2.73
2,200,300,300,200,2,1.24,2.68,64.2,2.92
2,200,300,300,200,3,1.15,2.68,69.22,3.15
2,200,400,200,200,1,1.25,2.67,56.61,2.58
2,200,400,200,200,2,1.13,2.67,62.62,2.85
2,200,400,200,200,3,1.1,2.67,64.32,2.93
2,200,400,300,200,1,1.72,2.68,61.71,2.81
2,200,400,300,200,2,1.77,2.68,59.96,2.73
2,200,400,300,200,3,1.63,2.68,65.11,2.96
