num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,1.01,3.27,66.87,2.39
2,200,300,200,200,2,1.0,3.27,67.54,2.42
2,200,300,200,200,3,1.0,3.27,67.54,2.42
2,200,300,300,200,1,1.5,3.29,67.54,2.42
2,200,300,300,200,2,1.5,3.29,67.54,2.42
2,200,300,300,200,3,1.5,3.29,67.54,2.42
2,200,400,200,200,1,1.15,3.29,78.31,2.8
2,200,400,200,200,2,1.15,3.29,78.31,2.8
2,200,400,200,200,3,1.15,3.29,78.31,2.8
2,200,400,300,200,1,1.69,3.31,79.93,2.86
2,200,400,300,200,2,1.69,3.31,79.93,2.86
2,200,400,300,200,3,1.71,3.31,78.99,2.83
