num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,1.29,5.16,86.01,1.87
2,200,300,200,200,3,1.3,5.16,85.35,1.86
2,200,300,300,200,1,1.85,5.22,89.97,1.96
2,200,300,300,200,2,1.88,5.22,88.53,1.93
2,200,300,300,200,3,2.0,5.22,83.22,1.81
2,200,400,200,200,1,1.79,5.19,82.65,1.8
2,200,400,200,200,2,1.84,5.19,80.41,1.75
2,200,400,200,200,3,1.83,5.19,80.84,1.76
2,200,400,300,200,1,2.59,5.26,85.68,1.87
2,200,400,300,200,2,2.8,5.26,79.26,1.73
2,200,400,300,200,3,2.52,5.26,88.06,1.92
