num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,1.33,5.07,149.13,3.25,0.49791000000000013
2,256,256,256,256,2,1.35,5.07,146.92,3.2,0.5049239999999996
2,256,256,256,256,3,1.34,5.07,148.02,3.22,0.5033499999999996
2,256,256,512,256,1,2.76,5.15,143.73,3.13,0.9813019999999999
2,256,256,512,256,2,2.71,5.15,146.38,3.19,0.95558
2,256,256,512,256,3,2.77,5.15,143.21,3.12,0.9802320000000002
2,256,512,256,256,1,2.17,5.23,182.81,3.98,0.46799500000000016
2,256,512,256,256,2,2.17,5.23,182.81,3.98,0.515935
2,256,512,256,256,3,2.16,5.23,183.65,4.0,0.5007529999999999
2,256,512,512,256,1,4.45,5.31,178.29,3.88,0.9951610000000001
2,256,512,512,256,2,4.47,5.31,177.49,3.86,1.000292
2,256,512,512,256,3,4.47,5.31,177.49,3.86,1.005555
