num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,0.59,3.28,204.63,7.31,0.12779500000000005
2,256,256,256,256,2,0.58,3.28,208.16,7.44,0.13070299999999999
2,256,256,256,256,3,0.59,3.28,204.63,7.31,0.146632
2,256,256,512,256,1,1.18,3.31,204.63,7.31,0.26790299999999995
2,256,256,512,256,2,1.15,3.31,209.97,7.5,0.24027099999999998
2,256,256,512,256,3,1.2,3.31,201.22,7.19,0.266153
2,256,512,256,256,1,1.04,3.33,232.18,8.3,0.174283
2,256,512,256,256,2,1.0,3.33,241.46,8.63,0.126263
2,256,512,256,256,3,1.0,3.33,241.46,8.63,0.14174599999999998
2,256,512,512,256,1,2.01,3.36,240.26,8.59,0.26365900000000003
2,256,512,512,256,2,2.01,3.36,240.26,8.59,0.28983600000000004
2,256,512,512,256,3,2.01,3.36,240.26,8.59,0.271095
