num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,0.91,3.28,132.67,4.74,0.24396300000000015
2,256,256,256,256,2,0.91,3.28,132.67,4.74,0.244628
2,256,256,256,256,3,0.91,3.28,132.67,4.74,0.22903600000000002
2,256,256,512,256,1,1.83,3.31,131.95,4.72,0.48398199999999963
2,256,256,512,256,2,1.82,3.31,132.67,4.74,0.47343600000000013
2,256,256,512,256,3,1.82,3.31,132.67,4.74,0.44718499999999983
2,256,512,256,256,1,1.58,3.33,152.83,5.46,0.24795200000000006
2,256,512,256,256,2,1.58,3.33,152.83,5.46,0.24524499999999977
2,256,512,256,256,3,1.59,3.33,151.87,5.43,0.25369300000000006
2,256,512,512,256,1,3.15,3.36,153.31,5.48,0.4747719999999998
2,256,512,512,256,2,3.18,3.36,151.87,5.43,0.4942939999999999
2,256,512,512,256,3,3.15,3.36,153.31,5.48,0.475546
