num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,256,256,256,256,1,0.78,2.66,121.62,5.53,0.12275499999999998
2,256,256,256,256,2,0.78,2.66,121.62,5.53,0.11691199999999999
2,256,256,256,256,3,0.78,2.66,121.62,5.53,0.11928399999999999
2,256,256,512,256,1,1.54,2.67,123.2,5.6,0.23344399999999993
2,256,256,512,256,2,1.54,2.67,123.2,5.6,0.24634600000000004
2,256,256,512,256,3,1.53,2.67,124.0,5.64,0.2266570000000001
2,256,512,256,256,1,1.42,2.68,133.61,6.08,0.13499599999999998
2,256,512,256,256,2,1.43,2.68,132.67,6.04,0.13520200000000007
2,256,512,256,256,3,1.43,2.68,132.67,6.04,0.12424699999999995
2,256,512,512,256,1,2.83,2.69,134.08,6.1,0.22410899999999992
2,256,512,512,256,2,2.82,2.69,134.56,6.12,0.22684099999999996
2,256,512,512,256,3,2.83,2.69,134.08,6.1,0.22886899999999982
