num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,200,300,200,200,1,0.69,5.03,160.81,3.5,0.14604300000000003
2,200,300,200,200,2,0.69,5.03,160.81,3.5,0.13770400000000002
2,200,300,200,200,3,0.7,5.03,158.51,3.45,0.13366299999999998
2,200,300,300,200,1,1.04,5.09,160.03,3.48,0.22624199999999997
2,200,300,300,200,2,1.03,5.09,161.59,3.52,0.20943600000000004
2,200,300,300,200,3,1.04,5.09,160.03,3.48,0.22224400000000002
2,200,400,200,200,1,0.85,5.09,174.05,3.79,0.129443
2,200,400,200,200,2,0.85,5.09,174.05,3.79,0.131564
2,200,400,200,200,3,0.86,5.09,172.02,3.74,0.144688
2,200,400,300,200,1,1.35,5.16,164.38,3.58,0.21552699999999997
2,200,400,300,200,2,1.35,5.16,164.38,3.58,0.20127199999999998
2,200,400,300,200,3,1.35,5.16,164.38,3.58,0.20572200000000002
