num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,200,300,200,200,1,0.43,2.65,123.41,5.61,0.032373
2,200,300,200,200,2,0.43,2.65,123.41,5.61,0.031639999999999995
2,200,300,200,200,3,0.43,2.65,123.41,5.61,0.032065
2,200,300,300,200,1,0.64,2.66,124.37,5.66,0.052631999999999984
2,200,300,300,200,2,0.64,2.66,124.37,5.66,0.051731000000000006
2,200,300,300,200,3,0.64,2.66,124.37,5.66,0.049935999999999994
2,200,400,200,200,1,0.56,2.66,126.35,5.75,0.032464999999999994
2,200,400,200,200,2,0.55,2.66,128.64,5.85,0.032666999999999995
2,200,400,200,200,3,0.55,2.66,128.64,5.85,0.031717999999999996
2,200,400,300,200,1,0.83,2.67,127.87,5.82,0.050306
2,200,400,300,200,2,0.84,2.67,126.35,5.75,0.055388
2,200,400,300,200,3,0.84,2.67,126.35,5.75,0.05700999999999999
