num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,1.5,3.27,45.03,1.61
2,200,300,200,200,2,1.43,3.27,47.23,1.69
2,200,300,200,200,3,1.5,3.27,45.03,1.61
2,200,300,300,200,1,2.26,3.29,44.83,1.61
2,200,300,300,200,2,1.66,3.29,61.03,2.18
2,200,300,300,200,3,2.19,3.29,46.26,1.66
2,200,400,200,200,1,1.78,3.29,50.59,1.81
2,200,400,200,200,2,1.71,3.29,52.66,1.89
2,200,400,200,200,3,1.95,3.29,46.18,1.65
2,200,400,300,200,1,2.07,3.31,65.26,2.34
2,200,400,300,200,2,2.71,3.31,49.85,1.79
2,200,400,300,200,3,2.73,3.31,49.48,1.77
