num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,0.49,2.65,108.3,4.93
2,200,300,200,200,2,0.49,2.65,108.3,4.93
2,200,300,200,200,3,0.49,2.65,108.3,4.93
2,200,300,300,200,1,0.73,2.66,109.04,4.96
2,200,300,300,200,2,0.73,2.66,109.04,4.96
2,200,300,300,200,3,0.73,2.66,109.04,4.96
2,200,400,200,200,1,0.62,2.66,114.12,5.19
2,200,400,200,200,2,0.62,2.66,114.12,5.19
2,200,400,200,200,3,0.62,2.66,114.12,5.19
2,200,400,300,200,1,0.94,2.67,112.91,5.14
2,200,400,300,200,2,0.93,2.67,114.12,5.19
2,200,400,300,200,3,0.93,2.67,114.12,5.19
