num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1,2.05,5.03,54.13,1.18
2,200,300,200,200,2,1.96,5.03,56.61,1.24
2,200,300,200,200,3,1.96,5.03,56.61,1.24
2,200,300,300,200,1,2.72,5.09,61.19,1.34
2,200,300,300,200,2,2.73,5.09,60.97,1.33
2,200,300,300,200,3,2.72,5.09,61.19,1.34
2,200,400,200,200,1,2.15,5.09,68.81,1.5
2,200,400,200,200,2,2.16,5.09,68.49,1.49
2,200,400,200,200,3,2.15,5.09,68.81,1.5
2,200,400,300,200,1,3.1,5.16,71.59,1.56
2,200,400,300,200,2,3.01,5.16,73.73,1.61
2,200,400,300,200,3,3.01,5.16,73.73,1.61
