num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,0.92,3.31,73.41,2.63
2,200,300,200,200,3,0.95,3.31,71.1,2.54
2,200,300,300,200,1,1.15,3.33,88.1,3.15
2,200,300,300,200,2,1.35,3.33,75.04,2.68
2,200,300,300,200,3,1.31,3.33,77.34,2.77
2,200,400,200,200,1,1.1,3.32,81.87,2.93
2,200,400,200,200,2,1.14,3.32,78.99,2.83
2,200,400,200,200,3,1.21,3.32,74.42,2.66
2,200,400,300,200,1,1.81,3.34,74.63,2.67
2,200,400,300,200,2,1.8,3.34,75.05,2.68
2,200,400,300,200,3,1.82,3.34,74.22,2.66
