num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,200,300,200,200,1
2,200,300,200,200,2,1.16,5.16,95.65,2.08
2,200,300,200,200,3,1.14,5.16,97.33,2.12
2,200,300,300,200,1,1.69,5.22,98.48,2.15
2,200,300,300,200,2,1.99,5.22,83.64,1.82
2,200,300,300,200,3,1.7,5.22,97.9,2.13
2,200,400,200,200,1,1.63,5.19,90.76,1.98
2,200,400,200,200,2,1.49,5.19,99.29,2.16
2,200,400,200,200,3,1.46,5.19,101.33,2.21
2,200,400,300,200,1,2.39,5.26,92.85,2.02
2,200,400,300,200,2,2.18,5.26,101.8,2.22
2,200,400,300,200,3,2.33,5.26,95.24,2.08
