num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,200,300,200,200,1,0.51,3.27,132.43,4.73,0.12487399999999999
2,200,300,200,200,2,0.51,3.27,132.43,4.73,0.12496499999999992
2,200,300,200,200,3,0.51,3.27,132.43,4.73,0.11794500000000002
2,200,300,300,200,1,0.75,3.29,135.08,4.83,0.1791330000000001
2,200,300,300,200,2,0.75,3.29,135.08,4.83,0.177534
2,200,300,300,200,3,0.74,3.29,136.9,4.89,0.16427600000000017
2,200,400,200,200,1,0.63,3.29,142.94,5.11,0.12280900000000003
2,200,400,200,200,2,0.63,3.29,142.94,5.11,0.12515300000000007
2,200,400,200,200,3,0.63,3.29,142.94,5.11,0.11774499999999996
2,200,400,300,200,1,0.95,3.31,142.19,5.08,0.17357799999999993
2,200,400,300,200,2,0.95,3.31,142.19,5.08,0.17195999999999992
2,200,400,300,200,3,0.94,3.31,143.7,5.14,0.174087
