2,200,300,200,200,1,1.48,3.27,45.64,1.63
2,200,300,200,200,2,1.47,3.27,45.95,1.65
2,200,300,200,200,3,1.55,3.27,43.58,1.56
2,200,300,300,200,1,1.86,3.29,54.47,1.95
2,200,300,300,200,2,2.19,3.29,46.26,1.66
2,200,300,300,200,3,2.16,3.29,46.9,1.68
2,200,400,200,200,1,1.84,3.29,48.94,1.75
2,200,400,200,200,2,1.36,3.29,66.22,2.37
2,200,400,200,200,3,1.77,3.29,50.88,1.82
2,200,400,300,200,1,2.74,3.31,49.3,1.77
2,200,400,300,200,2,1.84,3.31,73.41,2.63
2,200,400,300,200,3,2.72,3.31,49.66,1.78
4,200,300,200,200,1,2.13,3.2,31.71,1.14
4,200,300,200,200,2,1.97,3.2,34.29,1.23
4,200,300,200,200,3,2.15,3.2,31.42,1.13
4,200,300,300,200,1,2.55,3.24,39.73,1.42
4,200,300,300,200,2,2.67,3.24,37.95,1.36
4,200,300,300,200,3,2.27,3.24,44.63,1.6
4,200,400,200,200,1,2.57,3.22,35.04,1.26
4,200,400,200,200,2,2.66,3.22,33.86,1.21
4,200,400,200,200,3,1.94,3.22,46.42,1.66
4,200,400,300,200,1,3.04,3.27,44.44,1.59
4,200,400,300,200,2,3.15,3.27,42.88,1.54
4,200,400,300,200,3,3.46,3.27,39.04,1.4
