2,200,300,200,200,1,1.3,3.27,51.96,1.86
2,200,300,200,200,2,1.04,3.27,64.94,2.32
2,200,300,200,200,3,1.06,3.27,63.72,2.28
2,200,300,300,200,1,1.67,3.29,60.67,2.17
2,200,300,300,200,2,1.02,3.29,99.32,3.55
2,200,300,300,200,3,1.66,3.29,61.03,2.18
2,200,400,200,200,1,1.41,3.29,63.87,2.29
2,200,400,200,200,2,0.89,3.29,101.18,3.62
2,200,400,200,200,3,1.33,3.29,67.71,2.42
2,200,400,300,200,1,1.97,3.31,68.57,2.45
2,200,400,300,200,2,1.96,3.31,68.92,2.47
2,200,400,300,200,3,1.98,3.31,68.22,2.44
4,200,300,200,200,1,1.1,3.2,61.4,2.2
4,200,300,200,200,2,1.19,3.2,56.76,2.03
4,200,300,200,200,3,1.25,3.2,54.03,1.93
4,200,300,300,200,1,1.63,3.24,62.15,2.22
4,200,300,300,200,2,1.39,3.24,72.89,2.61
4,200,300,300,200,3,1.62,3.24,62.54,2.24
4,200,400,200,200,1,1.62,3.22,55.59,1.99
4,200,400,200,200,2,1.44,3.22,62.54,2.24
4,200,400,200,200,3,1.26,3.22,71.47,2.56
4,200,400,300,200,1,1.93,3.27,69.99,2.5
4,200,400,300,200,2,3.02,3.27,44.73,1.6
4,200,400,300,200,3,1.8,3.27,75.05,2.68
