num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,200,300,200,200,1,0.41,2.65,129.43,5.89,0.040511
2,200,300,200,200,2,0.41,2.65,129.43,5.89,0.040944000000000015
2,200,300,200,200,3,0.41,2.65,129.43,5.89,0.038674999999999994
2,200,300,300,200,1,0.6,2.66,132.67,6.03,0.046887
2,200,300,300,200,2,0.6,2.66,132.67,6.03,0.046785
2,200,300,300,200,3,0.6,2.66,132.67,6.03,0.042633
2,200,400,200,200,1,0.52,2.66,136.07,6.19,0.030564000000000004
2,200,400,200,200,2,0.53,2.66,133.5,6.07,0.03493199999999999
2,200,400,200,200,3,0.52,2.66,136.07,6.19,0.034123000000000014
2,200,400,300,200,1,0.78,2.67,136.07,6.19,0.047163999999999984
2,200,400,300,200,2,0.78,2.67,136.07,6.19,0.042877
2,200,400,300,200,3,0.78,2.67,136.07,6.19,0.04767899999999998
