num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,200,300,200,200,1,0.44,2.65,120.6,5.49,0.06900200000000001
2,200,300,200,200,2,0.45,2.65,117.92,5.36,0.06994100000000002
2,200,300,200,200,3,0.44,2.65,120.6,5.49,0.07056099999999997
2,200,300,300,200,1,0.64,2.66,124.37,5.66,0.09687599999999996
2,200,300,300,200,2,0.64,2.66,124.37,5.66,0.09496600000000009
2,200,300,300,200,3,0.65,2.66,122.46,5.57,0.09637300000000004
2,200,400,200,200,1,0.57,2.66,124.13,5.65,0.08124099999999997
2,200,400,200,200,2,0.57,2.66,124.13,5.65,0.07936600000000005
2,200,400,200,200,3,0.57,2.66,124.13,5.65,0.08171800000000007
2,200,400,300,200,1,0.82,2.67,129.43,5.89,0.09316
2,200,400,300,200,2,0.82,2.67,129.43,5.89,0.08841499999999995
2,200,400,300,200,3,0.82,2.67,129.43,5.89,0.08779100000000001
