num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss
2,5000,32,32,32,1
2,5000,32,32,32,2,0.06,2.46,76.48,2.74
2,5000,32,32,32,3,0.06,2.46,76.48,2.74
2,5000,32,64,32,1,0.1,2.61,91.77,3.28
2,5000,32,64,32,2,0.1,2.61,91.77,3.28
2,5000,32,64,32,3,0.1,2.61,91.77,3.28
2,5000,64,32,32,1,0.09,2.61,101.97,3.65
2,5000,64,32,32,2,0.1,2.61,91.77,3.28
2,5000,64,32,32,3,0.1,2.61,91.77,3.28
2,5000,64,64,32,1,0.16,2.76,114.72,4.1
2,5000,64,64,32,2,0.3,2.76,61.18,2.19
2,5000,64,64,32,3,0.29,2.76,63.29,2.27
