num_ranks,time,x_size,y_size,z_size,repeat_num,elapsed_time,oi,gflopss,gpointss,haloupdate0
2,5000,32,32,32,1,0.26,2.46,29.0,0.64,0.15809199999999762
2,5000,32,32,32,2,0.21,2.46,35.9,0.79,0.10115599999999707
2,5000,32,32,32,3,0.21,2.46,35.9,0.79,0.09989899999999671
2,5000,32,64,32,1,0.28,2.73,53.85,1.18,0.16648300000000205
2,5000,32,64,32,2,0.28,2.73,53.85,1.18,0.175163999999999
2,5000,32,64,32,3,0.28,2.73,53.85,1.18,0.17033900000000332
2,5000,64,32,32,1,0.22,2.95,68.53,1.49,0.1170900000000021
2,5000,64,32,32,2,0.23,2.95,65.55,1.43,0.12158099999999923
2,5000,64,32,32,3,0.25,2.95,60.31,1.32,0.1410470000000002,0.25,2.95,60.31,1.32,0.11626300000000316
2,5000,64,64,32,1,0.36,3.28,83.76,1.83,0.1795039999999958
2,5000,64,64,32,2,0.37,3.28,81.5,1.78,0.1930689999999963
2,5000,64,64,32,3,0.36,3.28,83.76,1.83,0.18226499999999607
